video_id,duration,time_stamp,sentences
VkVB9hsAf3g,300.433467,"[91.191, 93.226]",The woman sprinkles spices from a small container onto the layers of thinly sliced onions and cheese sizzling in the cast iron skillet.
VkVB9hsAf3g,300.433467,"[93.226, 116.449]",The woman in the kitchen continues layering cheddar cheese and thinly sliced sweet potatoes over the sizzling onions in the cast iron skillet as she explains her recipe.
VkVB9hsAf3g,300.433467,"[116.449, 118.818]","As the woman continues layering the ingredients in the skillet, the camera zooms in on her hand delicately arranging potato peels, highlighting the meticulous preparation involved in creating this Caribbean-inspired dish."
VkVB9hsAf3g,300.433467,"[120.553, 126.359]","As the cheesy aroma fills the kitchen, the cook spreads a final layer of cheese over the layered casserole in the cast iron skillet, her hands moving skillfully as she follows her recipe instructions."
VkVB9hsAf3g,300.433467,"[126.359, 134.16489795918366]","Following the instructions of a voice, the woman carefully arranges slices of potato on a black frying pan filled with sizzling onions and cheese, preparing the final steps of her Caribbean-inspired dish."
VkVB9hsAf3g,300.433467,"[135.101, 137.67]","The woman continues preparing the dish, her hands swiftly slicing onions in a bowl, the rhythmic chopping sounds blending with the sizzle of the skillet."
VkVB9hsAf3g,300.433467,"[137.67, 143.5457596371882]","The woman, now in a brightly lit kitchen, peels potatoes with a peeler, explaining that she's using a mix of cheeses, including Gouda, for the dish."
VkVB9hsAf3g,300.433467,"[143.643, 146.813]","The cook, continuing to work on the dish, expertly grates cheese over a pan of sizzling onions, the rhythmic sound of grating blending with the sizzle from the stovetop."
VkVB9hsAf3g,300.433467,"[146.813, 167.834]","The woman continues cooking, adding milk and cream to the pan of sizzling onions and cheese before layering on sliced potatoes and more cheese as she explains her recipe."
VkVB9hsAf3g,300.433467,"[167.834, 175.275]","As the woman continues cooking, a lively Caribbean rhythm fills the kitchen, featuring congas, bongos, tambourine, shaker, and cymbal, creating a vibrant atmosphere."
VkVB9hsAf3g,300.433467,"[175.275, 178.711]","As the lively Caribbean music continues to play in the background, the cook expertly arranges thinly sliced potatoes in a cast iron skillet, preparing to layer them with cheese for a delicious Caribbean-inspired dish."
VkVB9hsAf3g,300.433467,"[178.711, 196.996]","As upbeat Caribbean music plays, the woman expertly arranges thinly sliced potatoes in a cast iron skillet, then skillfully peels more potatoes, preparing to layer them with cheese for a delicious Caribbean-inspired dish."
VkVB9hsAf3g,300.433467,"[196.996, 200.15600907029477]","In her warm, well-lit kitchen, the woman arranges sliced fruit on a plate while a man, off-screen, speaks, followed by the woman's reply, ""All right."""
VkVB9hsAf3g,300.433467,"[202.068, 214.69478458049886]","As lively Indian music plays, the woman, now in a different part of her kitchen, focuses on mixing ingredients in a bowl with a blue mixer, adding a pinch of salt."
VkVB9hsAf3g,300.433467,"[214.847, 230.763]","The woman, previously preparing a layered potato dish, stirs a creamy sauce in a pot on the stove as a man off-screen discusses adding cheese and spices to the dish."
VkVB9hsAf3g,300.433467,"[232.232, 246.779]","The woman, continuing to prepare the meal, uses a large knife to chop vegetables on a cutting board in her well-equipped kitchen as she talks about using a cheese slicer."
VkVB9hsAf3g,300.433467,"[246.779, 262.161]","The woman, speaking in a foreign language, carefully sprinkles spices from a small red container onto the layers of potatoes and cheese sizzling in the cast iron skillet, explaining that she's adding nutmeg and paprika."
VkVB9hsAf3g,300.433467,"[262.161, 264.464]","The woman, illuminated by the warm kitchen light, expertly chops vegetables, the rhythmic sounds of her task blending with the sizzle of something cooking on the stovetop as she describes her process in a foreign language."
VkVB9hsAf3g,300.433467,"[264.464, 270.97687074829935]","As Indian music plays, the woman carefully adds a pinch of red spice to the food she is preparing in a bowl."
VkVB9hsAf3g,300.433467,"[271.604, 284.584]","The woman in the kitchen, surrounded by cooking utensils and ingredients, stirs a pan on the stove as she finishes the scalloped potatoes, explaining they'll bake alongside the turkey for 45 minutes."
VkVB9hsAf3g,300.433467,"[284.584, 294.394]","As the lively Caribbean music fades, the video transitions to a black screen with the title ""SANCOCHÉ"" displayed in a stylized font, followed by a list of names and social media handles, inviting viewers to subscribe and watch more."
VkVB9hsAf3g,300.433467,"[294.394, 296.829]","After the woman finishes cooking, the video transitions to a vibrant abstract animation of colorful lines and shapes on a dark background, accompanied by classical music."
uZGytT7bOUc,522.5,"[0.0, 8.466]","A man and a child are walking away from the camera on a bright snowy day, leaving footprints in the snow, while the man can be heard excitedly welcoming someone named Blue Dives to a place called ""Mecca""."
uZGytT7bOUc,522.5,"[8.466, 13.133]","As the man in the purple ""McCarthy"" jersey walks with his friends, filming their trek through the snow, a woman's voice excitedly calls out from behind the camera, mentioning ""the video robot"" and enthusiastically shouting ""Togrimen Shumeka!"" twice."
uZGytT7bOUc,522.5,"[13.133, 19.690521541950112]","The smooth, sparkling snow, untouched by footprints, stretches out ahead as a man apologizes to someone, perhaps for stepping in front of the camera. A woman excitedly calls out ""Snowball,"" her voice filled with joy, and then lets out a happy yell that echoes across the pristine, snow-covered landscape."
uZGytT7bOUc,522.5,"[20.4, 25.4]","A lone figure in a dark jacket trudges through the deep snow of a parking lot, their steady footsteps leaving a trail behind them, as a woman's voice urgently pleads with someone named Chris to get out of a car."
uZGytT7bOUc,522.5,"[25.4, 33.433]","A man wearing a ""McGrady"" jersey walks towards the camera through the snowy landscape, carrying a white bag, then playfully prepares to throw a snowball at someone as a woman's voice cries out in distress."
uZGytT7bOUc,522.5,"[34.133, 57.0]","A person pushes a shopping cart with someone sitting inside through a sunny parking lot, the sound of their laughter mixing with the distant rumble of cars."
uZGytT7bOUc,522.5,"[57.0, 58.93224489795919]","A person pushes a shopping cart across a mostly empty parking lot, the remaining patches of snow from the earlier snowfall visible on the ground."
uZGytT7bOUc,522.5,"[59.133, 68.33632653061224]","A man, filmed from behind, bends down towards a storm drain and drops something in, muttering a humorous tribute to Pennywise as a woman off-camera questions his actions with a mix of amusement and concern."
uZGytT7bOUc,522.5,"[69.133, 73.30539682539683]","As the person continues pushing the shopping cart, their black athletic shoes rhythmically hit the pavement, the only sound accompanying their journey besides a brief, apologetic ""Check it on it. I'll tell you. Is this a battery?"""
uZGytT7bOUc,522.5,"[74.133, 104.433]","A person wearing brown shoes walks along a sidewalk, pushing a shopping cart overflowing with Daisy Springs water bottles, as a man and a woman discuss their weekend plans, including a movie and a trip to ""Sesh Up""."
uZGytT7bOUc,522.5,"[104.433, 107.37215419501133]","A woman pushes a shopping cart down a brightly lit grocery aisle, searching for something while talking to someone named Alex about going to ""Stolen Child Island""."
uZGytT7bOUc,522.5,"[108.0, 111.866]","A man, wearing a gray hoodie, walks through a brightly lit grocery store aisle, pushing a shopping cart and talking to someone about a movie while a person in a blue hoodie and white cap walks in the background."
uZGytT7bOUc,522.5,"[112.466, 121.57968253968254]","Inside a store, a person examines bottles of sunscreen on a shelf, comparing ingredients as a woman asks about a price, to which a man jokingly replies, ""I don't know, dog."""
uZGytT7bOUc,522.5,"[121.766, 126.333]","Inside the store, a person in a blue shirt examines a blue bottle, possibly sunscreen, while a woman complains about the price and decides to leave."
uZGytT7bOUc,522.5,"[127.033, 132.033]","A man wearing a purple ""McGrady"" jersey walks through a brightly lit store, browsing the shelves as he talks about going to a ""sesh"" with someone named Chris."
uZGytT7bOUc,522.5,"[132.033, 137.033]","Walking through the brightly lit aisles of a store, the person wearing a ""McGrady 1"" jacket continues their shopping trip as a woman, off-camera, talks about knowing what ""it"" is for."
